py,APPROACHES_FROM_100_125_YARDS,APPROACHES_FROM_100_125_YARDS_RGH,APPROACHES_FROM_125_150_YARDS,APPROACHES_FROM_125_150_YARDS_RGH,APPROACHES_FROM_150_175_YARDS,APPROACHES_FROM_150_175_YARDS_RGH,APPROACHES_FROM_175_200_YARDS,APPROACHES_FROM_175_200_YARDS_RGH,APPROACHES_FROM_200_225_YARDS,APPROACHES_FROM_200_225_YARDS_RGH,APPROACHES_FROM_225_250_YARDS,APPROACHES_FROM_225_250_YARDS_RGH,APPROACHES_FROM_250_275_YARDS,APPROACHES_FROM_250_275_YARDS_RGH,APPROACHES_FROM_INSIDE_100_YARDS,APPROACHES_FROM_INSIDE_100_YARDS_RGH,BIRDIE_AVE,BIRDIE_OR_BETTER_CONVESION_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE_FAIRWAY,BIRDIE_OR_BETTER_PERCENTAGE_ROUGH,BOUNCE_BACK,CLUB_HEAD_SPEED,DRIVING_ACCURACY_PERCENTAGE,DRIVING_DISTANCE,EAGLES_HOLES_PER,FAIRWAY_PROXIMITY,FEDEX_REGULAR_SEASON_POINTS,FINAL_ROUND_PERFORMANCE,GREENS_IN_REGULATION_PERCENTAGE,PAR_3_SCORING_AVERAGE,PAR_4_SCORING_AVERAGE,PAR_5_SCORING_AVERAGE,PUTTING_FROM_10_15ft,PUTTING_FROM_15_20ft,PUTTING_FROM_20_25ft,PUTTING_FROM_25ft_plus,PUTTING_INSIDE_10ft,PUTTS_PER_ROUND,ROUGH_PROXIMITY,SAND_SAVE_PERCENTAGE,PLAYER,SEASON_CURRENT,PERCENTAGE_OF_WINNING_PTS,SEASON_NEXT,NEXT_PERCENTAGE_OF_WINNING_PTS
2013_Chris Stroud,212,327,256,381,341,419,405,689,496,832,642,705,683,1062,217,232,3.58,29.5,20.14,20.58,16.27,23.08,109.81,62.4,277.0,396.0,379,800,58.82,64.33,3.04,4.02,4.68,32.67,16.1,14.17,5.21,87.84,28.4,531,51.63,Chris Stroud,2013,0.2615233736515201,2014,0.32300542215336947
2013_D.A. Points,239,363,272,361,335,489,409,626,511,648,556,556,728,935,205,287,3.56,29.77,19.99,21.13,16.89,24.26,109.54,63.48,281.1,522.0,389,1038,53.33,62.77,3.11,4.08,4.68,28.33,24.46,12.09,5.38,85.52,29.08,496,47.1,D.A. Points,2013,0.3393265773128473,2014,0.07978311386522076
2013_D.H. Lee,254,442,286,405,333,511,398,532,487,709,622,889,742,942,214,276,3.45,28.74,19.74,20.13,14.21,21.51,110.1,66.23,280.9,167.1,391,432,54.55,65.98,3.11,4.05,4.64,27.21,17.92,10.47,6.25,86.64,29.23,516,47.22,D.H. Lee,2013,0.14122262177182085,2014,0.03640588690937258
2013_Daniel Summerhays,244,305,281,437,356,492,398,620,466,574,520,933,710,739,196,288,3.7,30.9,21.15,22.76,15.44,25.22,111.56,62.08,285.7,166.0,371,594,66.67,64.46,3.06,4.04,4.61,32.52,18.52,12.5,4.72,87.31,28.72,493,44.68,Daniel Summerhays,2013,0.19418110493625368,2014,0.336560805577072
2013_David Hearn,208,303,246,452,294,527,418,673,519,932,672,944,924,1098,214,222,3.8,31.05,21.15,24.74,10.29,21.63,108.67,62.08,279.7,1584.0,364,728,52.94,64.71,3.06,4.02,4.73,37.56,18.06,11.11,4.91,88.09,28.48,539,40.6,David Hearn,2013,0.2379862700228833,2014,0.24980635166537568
2013_David Lingmerth,233,387,267,333,350,530,405,582,538,758,505,672,889,1155,185,315,3.66,30.92,20.67,22.03,17.65,18.06,111.39,64.87,285.8,306.0,371,806,36.36,63.24,3.1,4.06,4.72,30.49,18.75,14.1,4.82,86.24,28.88,486,52.63,David Lingmerth,2013,0.26348479895390653,2014,0.15143299767621998
2013_David Toms,237,287,253,413,305,476,395,657,473,845,652,1049,975,1071,180,250,3.39,28.14,19.44,20.05,9.38,19.85,105.73,66.5,277.4,158.4,351,326,55.56,63.64,3.07,4.04,4.78,30.67,15.38,15.09,1.61,86.64,29.02,524,56.36,David Toms,2013,0.10657077476299444,2014,0.19287374128582493
2013_Derek Ernst,270,304,304,472,333,517,408,709,548,737,597,808,743,829,248,284,3.09,26.28,17.43,19.3,12.17,15.64,119.98,60.49,291.5,348.0,395,598,85.71,63.89,3.2,4.1,4.76,30.2,10.47,11.67,6.9,85.99,29.86,530,36.84,Derek Ernst,2013,0.19548872180451127,2014,0.0844306738962045
2013_Dustin Johnson,254,491,264,364,329,371,381,623,440,787,527,986,786,1151,185,224,3.77,31.35,21.9,22.61,22.08,27.91,122.0,53.36,305.8,105.0,344,1226,80.0,66.75,3.01,4.08,4.61,30.0,19.23,10.26,5.77,86.62,29.4,500,42.72,Dustin Johnson,2013,0.4007845701209546,2014,0.685127807900852
2013_Erik Compton,241,363,282,400,326,501,419,614,529,818,623,787,634,824,196,261,3.36,28.09,19.14,19.55,12.3,18.81,114.06,56.89,292.7,222.0,381,422,41.67,65.09,3.08,4.03,4.76,34.54,19.35,15.31,4.88,87.25,29.01,516,50.0,Erik Compton,2013,0.13795357960117685,2014,0.28853601859024014
2013_Ernie Els,247,318,274,427,338,500,382,521,458,730,628,794,756,1104,212,236,3.26,28.4,18.82,19.09,19.5,22.4,111.79,57.72,289.6,139.5,365,571,84.62,61.74,3.07,4.09,4.62,27.21,8.42,9.23,4.84,87.47,28.98,512,49.44,Ernie Els,2013,0.18666230794377248,2014,0.23625096824167313
2013_Freddie Jacobson,241,302,291,358,362,394,411,592,550,735,615,869,872,1138,178,281,3.33,29.58,18.98,20.55,20.97,20.9,114.42,56.26,287.3,216.0,380,659,58.33,61.67,3.13,4.03,4.68,33.33,18.06,11.11,5.98,88.44,28.5,486,50.98,Freddie Jacobson,2013,0.2154298790454397,2014,0.38226181254841207
2013_Gary Woodland,225,432,285,352,316,497,400,734,460,745,567,803,640,1329,202,250,3.71,30.74,21.3,23.98,14.87,19.55,122.27,57.6,303.8,147.3,361,683,35.0,66.98,3.03,4.06,4.67,28.35,14.47,10.43,6.2,87.7,29.34,513,40.3,Gary Woodland,2013,0.22327558025498528,2014,0.4101471727343145
2013_Geoff Ogilvy,230,345,277,427,362,462,452,615,501,783,566,938,829,1472,220,259,3.12,27.32,17.54,19.19,13.46,15.92,114.08,60.94,285.1,513.0,395,492,77.78,62.18,3.05,4.12,4.89,27.66,14.75,13.64,5.73,84.06,29.82,517,44.34,Geoff Ogilvy,2013,0.16083687479568487,2014,0.23663826491092177
2013_George McNeill,210,392,258,410,328,460,408,624,494,831,612,1013,837,722,228,211,3.31,27.6,19.2,20.74,11.28,18.18,116.18,65.62,286.0,122.4,365,399,57.14,65.28,3.09,4.04,4.69,26.59,14.29,8.97,6.03,86.17,29.4,542,50.0,George McNeill,2013,0.13043478260869565,2014,0.37257939581719596
2013_Graham DeLaet,232,314,268,385,333,491,371,651,469,643,563,1069,780,1304,189,242,3.85,29.34,21.69,22.18,17.84,23.85,120.96,65.8,298.6,338.4,360,856,61.9,70.51,3.09,4.0,4.59,28.15,17.83,13.73,4.84,88.79,29.63,515,48.85,Graham DeLaet,2013,0.2798300098071265,2014,0.4310611928737413
2013_Greg Chalmers,225,346,284,397,342,502,437,628,585,662,676,814,862,875,187,277,3.55,31.3,20.32,21.38,16.1,22.69,109.44,62.8,276.8,164.3,403,395,21.43,61.64,3.02,4.08,4.66,33.84,16.28,18.09,7.51,89.49,28.01,510,58.87,Greg Chalmers,2013,0.12912716574043806,2014,0.15569326103795508
2013_Harris English,251,405,301,357,341,522,402,626,504,654,656,1051,702,903,222,371,3.87,31.94,21.93,23.3,16.67,22.34,118.07,58.65,295.2,244.3,386,1134,57.14,66.02,3.06,4.03,4.63,30.17,27.65,16.83,6.15,87.7,28.95,526,52.74,Harris English,2013,0.3707093821510298,2014,0.5689388071262587
2013_Henrik Stenson,285,284,289,465,314,515,387,572,418,805,543,881,742,1372,170,258,3.77,29.35,21.7,23.79,14.75,22.08,120.48,70.09,290.9,128.0,381,1426,86.67,71.96,3.0,4.02,4.57,34.23,18.99,13.04,4.5,86.89,29.91,522,46.24,Henrik Stenson,2013,0.46616541353383456,2014,0.278853601859024
2013_Hunter Mahan,250,440,307,376,338,512,390,617,535,872,645,694,877,992,164,221,3.67,29.07,20.72,22.94,16.36,21.52,112.42,66.61,290.0,306.0,396,1101,44.44,67.58,3.09,4.02,4.63,28.31,21.26,12.07,3.58,88.98,29.41,515,48.53,Hunter Mahan,2013,0.3599215429879045,2014,0.3005422153369481
2013_Ian Poulter,312,355,272,381,347,512,373,631,465,674,633,904,959,467,185,254,3.23,26.57,18.24,20.46,11.86,20.14,112.26,62.42,281.7,318.0,375,645,33.33,63.52,3.05,4.07,4.73,29.29,13.75,8.57,4.38,88.98,28.83,477,57.14,Ian Poulter,2013,0.21085322000653808,2014,0.2544539116963594
2013_J.J. Henry,259,324,285,419,341,552,435,723,487,828,649,982,723,661,206,380,3.02,24.22,17.15,18.29,10.3,15.6,114.04,64.93,284.7,291.6,378,516,56.25,67.97,3.03,4.06,4.73,26.32,18.57,8.55,4.36,88.48,30.0,586,43.36,J.J. Henry,2013,0.16868257600523046,2014,0.1646010844306739
2013_James Driscoll,244,334,266,406,314,496,390,663,548,792,706,1050,797,961,197,346,3.69,30.75,20.83,22.88,15.73,22.55,117.47,53.89,287.1,324.0,371,524,42.86,63.81,3.02,4.03,4.79,35.93,22.5,20.0,5.24,87.18,28.51,551,54.26,James Driscoll,2013,0.17129780974174566,2014,0.12044926413632842
2013_James Hahn,227,406,264,389,335,477,372,657,523,746,564,941,713,997,186,272,3.66,30.34,21.1,22.39,17.13,20.83,114.3,58.58,293.3,133.2,359,480,61.54,64.71,3.07,4.08,4.61,26.92,17.42,10.0,4.78,87.6,28.8,521,46.36,James Hahn,2013,0.15691402419091205,2014,0.17660728117738186
2013_Jason Day,248,288,303,439,371,462,411,596,484,919,570,901,749,1041,192,303,3.59,30.65,20.49,21.71,15.58,15.12,120.26,58.03,299.3,180.0,385,1284,80.0,64.93,3.04,4.04,4.6,35.57,14.29,12.94,6.2,88.01,28.63,510,61.36,Jason Day,2013,0.41974501471068976,2014,0.3981409759876065
2013_Jason Dufner,239,409,280,452,301,455,425,605,513,636,723,827,853,1236,191,293,3.58,28.62,20.2,21.74,15.14,20.93,112.32,64.81,285.9,346.5,379,1256,55.56,67.53,3.11,4.0,4.73,36.18,14.15,7.22,4.62,85.18,29.4,495,51.55,Jason Dufner,2013,0.4105916966328866,2014,0.3090627420604183
2013_Jason Kokrak,229,278,298,405,347,508,365,516,451,695,586,787,815,1089,188,373,3.6,30.02,20.94,22.06,17.35,24.24,120.38,53.17,303.2,108.0,363,521,38.46,65.67,3.04,4.07,4.6,29.76,18.57,11.67,5.21,86.55,28.96,495,53.62,Jason Kokrak,2013,0.17031709709055246,2014,0.2447714949651433
2013_Jeff Maggert,212,446,272,415,288,395,398,541,478,904,553,966,738,1191,188,245,3.35,27.32,18.96,20.76,12.15,15.88,105.49,68.83,277.6,283.5,338,453,27.27,66.58,3.04,4.05,4.73,25.0,15.53,15.29,4.94,86.82,29.25,514,48.31,Jeff Maggert,2013,0.14808761033017326,2014,0.07552285050348567
2013_Jeff Overton,254,317,274,342,355,505,386,614,491,759,669,1058,790,1131,168,280,3.62,30.19,20.37,23.36,9.84,16.67,113.58,57.83,292.4,351.0,384,484,50.0,64.89,3.02,4.04,4.71,28.19,19.08,14.56,6.02,87.73,28.77,517,45.99,Jeff Overton,2013,0.15822164105916967,2014,0.24438419829589467
2013_Jerry Kelly,195,422,262,498,312,455,397,585,524,656,625,802,925,1277,199,229,3.33,27.27,18.96,21.09,11.05,18.85,105.58,71.81,273.2,225.0,373,580,60.0,65.41,3.06,4.02,4.69,32.4,13.79,15.45,3.2,87.99,28.84,503,52.68,Jerry Kelly,2013,0.18960444589735206,2014,0.296281951975213
2013_Jim Furyk,209,337,250,470,323,458,351,691,435,710,653,1074,660,848,173,326,3.51,27.69,19.8,22.71,10.34,18.32,109.62,70.47,275.3,351.0,338,1057,61.11,68.3,3.01,4.03,4.7,38.15,17.05,11.11,5.51,86.78,29.31,523,55.37,Jim Furyk,2013,0.34553775743707094,2014,0.7168861347792409
2013_Jim Herman,233,290,278,505,333,509,402,512,537,685,587,900,768,1428,208,314,3.47,28.02,19.9,20.55,15.61,22.29,116.12,62.71,299.2,165.0,384,325,40.0,67.98,3.04,4.1,4.65,25.0,16.13,7.58,6.34,87.07,30.22,503,42.86,Jim Herman,2013,0.10624387054593004,2014,0.054996127033307515
2013_Jimmy Walker,187,344,282,427,313,474,445,567,515,597,661,765,778,922,187,252,3.76,31.39,21.43,22.43,17.43,18.26,118.42,52.18,298.5,189.0,375,996,61.11,66.07,3.13,3.99,4.63,30.28,19.44,10.78,5.69,87.17,28.87,492,54.74,Jimmy Walker,2013,0.3255966001961425,2014,0.9655305964368707
2013_John Huh,239,454,284,427,331,436,382,610,479,822,666,968,758,857,215,230,3.33,26.29,19.0,21.86,12.93,17.39,110.76,68.53,282.0,198.0,383,661,43.75,66.6,3.01,4.08,4.73,27.47,18.79,11.02,3.29,86.3,29.64,523,52.27,John Huh,2013,0.2160836874795685,2014,0.21068938807126258
2013_John Merrick,234,416,295,471,318,545,383,599,433,736,604,796,846,1173,201,236,3.38,27.28,19.48,21.42,14.88,15.74,113.18,60.51,284.3,142.2,358,909,50.0,66.53,3.02,4.05,4.67,30.1,15.04,13.04,5.56,87.74,29.27,529,44.26,John Merrick,2013,0.2971559333115397,2014,0.15453137103020914
2013_John Rollins,225,411,282,446,297,449,399,656,470,962,609,894,783,998,176,215,3.6,28.54,20.4,20.94,14.96,22.17,115.45,58.56,295.6,262.8,358,696,71.43,67.43,3.02,4.05,4.66,25.0,15.54,14.0,6.45,85.47,29.36,537,51.64,John Rollins,2013,0.2275253350768225,2014,0.09450038729666925
2013_John Senden,234,423,314,490,360,487,400,579,477,786,656,987,877,730,220,307,3.31,26.89,18.52,19.23,14.64,21.1,115.84,60.57,289.3,702.0,403,458,26.67,65.95,3.12,4.09,4.65,33.56,14.66,7.41,5.02,85.15,29.96,543,43.75,John Senden,2013,0.14972213141549526,2014,0.44810224632068163
2013_Johnson Wagner,276,388,323,433,332,553,441,619,478,782,620,887,735,958,219,333,2.83,23.81,16.11,16.77,14.29,12.24,110.53,58.69,278.6,270.0,405,430,62.5,64.35,3.11,4.1,4.83,24.24,22.47,12.2,5.49,88.38,29.82,542,45.28,Johnson Wagner,2013,0.14056881333769206,2014,0.12509682416731216
2013_Jonas Blixt,267,409,292,421,360,461,418,621,526,778,746,1102,735,613,218,392,3.16,27.4,17.84,19.57,10.2,20.47,112.05,56.54,283.7,342.0,409,912,64.29,60.89,3.13,4.06,4.71,27.88,18.97,12.04,6.27,88.14,28.39,523,54.23,Jonas Blixt,2013,0.2981366459627329,2014,0.23199070487993803
2013_Jordan Spieth,223,289,246,382,313,428,382,490,454,825,590,979,840,1067,185,241,3.89,32.01,22.49,24.81,18.14,20.09,111.93,67.8,289.4,113.5,368,1436,66.67,66.94,3.05,3.99,4.62,28.3,24.37,19.61,6.55,86.28,28.68,455,51.64,Jordan Spieth,2013,0.4694344557044786,2014,0.6553059643687065
2013_Josh Teater,259,424,263,407,317,477,434,624,466,687,585,868,743,1134,192,260,3.57,29.23,20.19,23.67,17.05,17.27,114.48,60.77,293.7,295.2,373,682,55.56,66.53,3.08,4.07,4.7,29.09,14.85,15.85,3.57,86.36,29.46,520,47.14,Josh Teater,2013,0.2229486760379209,2014,0.12935708752904726
2013_Justin Hicks,224,423,277,421,307,438,395,670,460,748,654,1184,919,1250,258,155,3.47,27.57,19.63,21.15,13.85,21.01,109.71,69.61,280.0,270.0,362,451,60.0,68.59,3.06,4.07,4.76,31.21,14.79,11.65,4.86,85.17,29.89,557,38.83,Justin Hicks,2013,0.14743380189604446,2014,0.35747482571649886
2013_Justin Rose,215,430,247,344,333,456,334,669,426,800,509,1163,941,1104,175,231,3.95,30.28,22.22,24.88,16.67,22.82,115.15,63.57,296.6,360.0,342,1447,50.0,68.89,3.04,4.0,4.6,26.4,25.61,9.2,1.61,87.79,29.3,495,59.26,Justin Rose,2013,0.473030402092187,2014,0.5604182804027885
2013_K.J. Choi,218,350,251,353,332,437,404,513,536,787,621,939,708,1008,206,253,3.33,26.53,18.72,20.5,17.51,17.89,109.38,66.04,278.3,504.0,359,666,63.16,65.87,3.09,4.03,4.68,33.77,17.54,6.12,5.23,87.24,29.12,519,67.18,K.J. Choi,2013,0.2177182085648905,2014,0.3152594887683966
2013_Keegan Bradley,211,401,291,442,330,449,363,596,475,695,610,779,703,739,171,413,3.76,30.7,21.58,24.45,14.8,22.27,118.61,62.82,300.6,142.4,373,1416,75.0,66.54,3.06,4.02,4.51,30.77,12.32,13.73,5.36,88.21,28.94,506,56.25,Keegan Bradley,2013,0.46289637136319056,2014,0.4949651432997676
2013_Ken Duke,246,347,252,345,310,462,375,548,524,737,692,1009,692,996,203,271,3.29,27.72,18.65,21.03,10.78,19.4,110.46,69.28,275.1,261.0,360,902,40.0,63.09,3.09,4.06,4.76,23.42,18.71,12.37,8.08,87.64,28.92,513,43.66,Ken Duke,2013,0.29486760379208893,2014,0.11812548412083657
2013_Kevin Chappell,206,363,248,409,325,514,382,599,481,899,655,1062,689,944,166,270,3.5,28.84,20.0,22.51,14.29,15.22,117.01,61.52,292.9,180.0,351,689,60.0,66.11,3.1,4.05,4.68,29.69,15.22,13.41,3.0,85.2,29.44,530,61.74,Kevin Chappell,2013,0.2252370055573717,2014,0.28001549186676994
2013_Kevin Stadler,213,298,265,400,294,440,381,629,469,643,654,825,722,650,187,310,3.85,30.49,22.15,22.78,19.01,20.09,114.94,64.21,289.8,129.3,353,547,50.0,68.92,3.04,4.03,4.59,28.71,14.29,13.33,5.73,85.58,29.51,475,50.0,Kevin Stadler,2013,0.17881660673422686,2014,0.41324554608830366
2013_Kevin Streelman,241,402,271,399,325,431,405,582,458,701,611,675,699,531,193,292,3.43,28.36,19.51,20.74,16.28,18.03,114.0,67.25,287.5,221.1,369,1333,72.22,66.41,3.08,4.04,4.64,32.81,13.04,12.5,5.23,88.07,29.33,478,48.25,Kevin Streelman,2013,0.43576332134684537,2014,0.3764523625096824
2013_Kyle Stanley,242,351,307,408,318,415,397,592,399,747,621,791,641,933,215,376,3.2,26.81,18.54,20.96,13.82,21.19,119.62,59.54,298.1,127.8,365,662,45.45,67.37,3.12,4.14,4.66,28.65,15.93,8.7,4.84,84.58,30.45,512,38.18,Kyle Stanley,2013,0.21641059169663288,2014,0.1150271107668474
2013_Lee Westwood,224,388,266,455,303,481,361,560,425,710,650,802,825,671,215,332,3.43,28.22,19.24,20.56,14.74,15.96,115.8,62.59,290.3,621.0,365,856,47.06,65.22,3.08,4.04,4.73,25.66,21.1,8.75,5.64,85.63,29.42,516,55.0,Lee Westwood,2013,0.2798300098071265,2014,0.19907048799380325
2013_Lucas Glover,230,319,276,341,317,521,389,535,466,868,601,946,766,1248,252,314,3.38,27.26,19.23,20.89,14.67,18.92,117.03,61.62,293.7,234.0,375,454,30.0,66.41,3.11,4.12,4.71,32.85,14.77,10.84,3.39,83.4,30.51,530,43.12,Lucas Glover,2013,0.14841451454723767,2014,0.04996127033307514
2013_Luke Donald,197,292,246,389,319,488,397,615,515,685,746,975,638,1139,180,259,3.72,30.76,20.88,24.56,15.65,22.58,110.27,62.87,278.1,522.0,364,707,61.54,62.16,3.03,4.04,4.68,35.29,22.22,9.64,4.17,87.96,28.21,543,55.81,Luke Donald,2013,0.2311212814645309,2014,0.2877614252517428
2013_Luke Guthrie,269,311,290,409,344,458,411,601,489,687,614,825,916,911,183,238,3.56,29.88,19.99,19.86,17.6,22.87,112.94,61.24,283.5,492.0,385,607,50.0,63.62,3.13,4.08,4.64,26.9,18.49,16.87,8.06,85.25,29.07,486,45.93,Luke Guthrie,2013,0.19843085975809088,2014,0.22269558481797055
2013_Marc Leishman,211,287,314,413,349,491,409,669,417,762,612,1183,892,1151,211,263,3.27,27.25,18.54,20.25,16.6,15.22,116.29,58.77,286.6,277.2,388,648,68.75,65.08,3.08,4.06,4.72,33.33,18.85,10.26,5.67,86.24,29.25,535,46.15,Marc Leishman,2013,0.2118339326577313,2014,0.44035631293570876
2013_Mark Wilson,261,550,283,367,333,422,425,632,519,721,648,838,789,1559,215,215,2.98,24.23,16.99,17.53,12.98,17.04,107.37,70.74,278.0,234.0,378,476,66.67,66.24,3.16,4.04,4.66,29.84,13.54,13.7,4.2,85.82,29.69,513,50.57,Mark Wilson,2013,0.15560640732265446,2014,0.054996127033307515
2013_Martin Flores,237,346,291,392,361,450,392,585,497,647,674,1058,742,810,190,308,3.51,29.35,20.08,22.25,13.85,21.0,118.34,53.67,300.4,166.0,377,552,50.0,65.53,3.04,4.03,4.65,28.64,18.95,12.61,5.59,87.39,28.92,479,56.3,Martin Flores,2013,0.18045112781954886,2014,0.20526723470178157
2013_Martin Kaymer,251,505,290,385,316,525,409,493,492,602,562,876,579,799,257,271,3.22,27.41,18.49,20.93,13.53,19.59,117.14,61.36,288.4,174.0,375,474,76.92,64.85,3.11,4.11,4.66,30.63,23.75,16.67,3.59,88.35,30.0,503,45.98,Martin Kaymer,2013,0.15495259888852567,2014,0.5906274206041828
2013_Martin Laird,268,238,280,380,352,457,424,628,525,851,600,1065,754,1453,234,315,3.19,27.16,18.3,19.61,14.12,17.49,116.93,60.78,293.4,174.9,396,809,53.85,63.64,3.11,4.09,4.74,25.16,16.35,12.94,4.55,87.26,29.5,511,48.33,Martin Laird,2013,0.2644655116050997,2014,0.1646010844306739
2013_Matt Every,242,377,237,366,330,432,383,533,517,866,601,827,898,779,162,260,3.79,32.06,21.66,23.82,17.05,21.8,113.24,58.94,288.1,160.2,374,545,46.67,65.54,3.1,4.02,4.71,30.13,17.65,13.01,5.84,85.68,29.01,477,52.74,Matt Every,2013,0.17816279830009807,2014,0.48412083656080557
2013_Matt Jones,231,346,267,435,332,579,378,597,504,839,665,471,847,1126,210,331,3.64,30.08,20.68,22.28,16.45,16.59,117.81,64.74,292.3,213.4,381,836,52.94,66.0,3.03,4.01,4.63,31.15,16.03,9.0,5.78,87.53,28.89,544,55.73,Matt Jones,2013,0.2732919254658385,2014,0.3756777691711851
2013_Michael Thompson,257,363,293,453,349,511,393,680,535,377,630,754,840,966,249,263,2.89,25.21,16.75,18.66,9.73,15.0,111.62,61.39,279.4,148.5,392,828,81.82,61.78,3.13,4.11,4.71,34.11,17.82,14.86,4.58,85.33,29.18,514,60.87,Michael Thompson,2013,0.2706766917293233,2014,0.1994577846630519
2013_Mike Weir,218,383,298,360,340,533,410,683,558,741,755,680,938,1151,187,209,3.33,30.98,18.58,19.8,13.4,18.23,109.06,55.07,270.5,1044.0,395,173,71.43,56.9,3.14,4.1,4.7,31.21,18.6,4.35,6.1,86.99,28.07,574,58.26,Mike Weir,2013,0.056554429552141225,2014,0.14523625096824166
2013_Morgan Hoffmann,239,384,282,406,364,521,387,644,546,772,554,946,708,850,163,237,3.91,32.12,22.22,25.57,13.06,20.86,114.12,57.72,295.4,192.0,366,444,27.27,64.67,3.08,4.01,4.7,32.68,15.48,20.24,4.76,86.61,28.67,504,50.0,Morgan Hoffmann,2013,0.14514547237659367,2014,0.1735089078233927
2013_Nicholas Thompson,247,314,280,352,318,477,387,578,466,683,609,895,924,1237,201,236,3.58,28.69,20.31,21.74,15.15,19.86,113.22,64.74,291.6,222.8,369,585,30.0,67.85,3.06,4.04,4.73,23.4,15.73,17.56,5.71,86.51,29.58,467,52.0,Nicholas Thompson,2013,0.19123896698267406,2014,0.16924864446165763
2013_Nick Watney,234,278,246,401,295,473,361,672,497,665,590,1061,812,1098,232,253,3.56,28.5,20.35,24.18,10.21,18.0,119.66,62.4,291.2,172.0,363,663,55.56,68.48,3.09,4.05,4.65,33.33,18.75,14.4,5.37,86.13,29.99,487,44.07,Nick Watney,2013,0.2167374959136973,2014,0.22618125484120838
2013_Pat Perez,245,362,279,390,291,431,384,713,493,711,652,870,790,811,199,232,3.68,29.37,20.85,21.79,17.35,25.81,117.78,61.35,290.1,248.4,369,544,53.85,67.87,3.01,4.05,4.7,27.75,19.7,16.22,2.59,86.58,29.35,510,44.09,Pat Perez,2013,0.17783589408303366,2014,0.2641363284275755
2013_Patrick Reed,254,375,302,354,346,468,402,626,490,777,587,1089,876,1138,192,279,3.63,31.05,20.88,22.1,17.57,18.11,117.62,56.13,292.0,135.8,383,1062,85.71,63.79,3.08,4.05,4.62,32.08,14.48,15.38,5.71,88.13,28.6,501,59.71,Patrick Reed,2013,0.34717227852239296,2014,0.6452362509682417
2013_Phil Mickelson,207,308,252,378,283,441,389,554,471,685,673,846,940,920,181,243,4.22,34.97,23.86,27.79,18.83,22.34,116.25,57.3,287.9,234.0,372,2166,66.67,66.67,2.99,4.03,4.6,31.88,26.13,12.31,8.44,87.85,28.56,476,55.65,Phil Mickelson,2013,0.7080745341614907,2014,0.3567002323780015
2013_Richard Lee,265,311,261,404,319,489,414,739,494,778,610,793,890,573,203,311,3.32,27.14,18.69,19.78,14.95,21.28,110.38,66.95,279.1,462.0,376,565,47.06,66.52,2.96,4.07,4.71,35.75,23.02,4.2,6.63,89.03,29.05,517,55.47,Richard Lee,2013,0.18470088264138607,2014,0.14562354763749033
2013_Rickie Fowler,255,261,272,403,328,519,397,490,490,658,610,765,798,777,183,289,3.58,30.5,20.57,23.66,13.43,18.81,115.64,62.27,286.4,148.0,377,822,43.75,63.59,3.09,4.05,4.62,34.97,23.68,12.2,7.69,87.18,28.65,466,60.34,Rickie Fowler,2013,0.2687152664269369,2014,0.569713400464756
2013_Ricky Barnes,230,344,262,358,302,518,390,536,506,763,623,808,916,1050,193,279,3.19,25.03,17.94,19.91,12.3,19.0,116.33,60.31,289.4,420.0,365,342,50.0,70.48,3.02,4.07,4.74,29.47,17.56,6.45,4.7,84.69,30.29,504,44.44,Ricky Barnes,2013,0.11180124223602485,2014,0.20061967467079783
2013_Robert Allenby,204,305,273,467,307,505,397,565,487,669,644,862,769,1002,223,299,3.0,26.04,17.06,19.27,8.42,17.86,111.98,57.87,284.9,252.0,360,129,60.0,62.4,3.05,4.12,4.84,28.67,15.09,12.16,4.63,85.13,29.64,538,49.51,Robert Allenby,2013,0.042170644001307614,2014,0.16963594113090627
2013_Robert Garrigus,183,311,298,380,308,412,342,464,451,592,561,1122,773,955,223,367,3.75,31.0,21.62,22.65,18.48,24.88,120.17,55.37,302.4,130.0,356,601,33.33,66.15,3.03,4.08,4.73,22.38,9.9,9.23,4.04,86.5,29.62,498,39.09,Robert Garrigus,2013,0.19646943445570447,2014,0.26258714175058095
2013_Robert Streb,254,417,296,428,321,594,414,755,514,707,577,1146,807,1342,209,292,3.34,27.6,18.94,21.32,8.48,20.9,118.27,59.57,297.7,255.6,376,359,66.67,65.57,3.06,4.06,4.68,32.4,19.49,13.54,3.31,86.88,29.27,579,43.09,Robert Streb,2013,0.11735861392611965,2014,0.24593338497288925
2013_Roberto Castro,215,293,289,430,334,423,389,619,502,708,674,965,690,911,177,223,3.6,29.28,20.39,21.79,12.61,20.24,112.56,67.36,282.3,249.4,374,823,47.37,67.3,3.07,4.02,4.58,24.68,17.76,7.63,6.67,85.86,29.24,474,53.96,Roberto Castro,2013,0.2690421706440013,2014,0.1498838109992254
2013_Rory McIlroy,237,436,295,379,290,426,328,658,465,514,687,926,796,722,214,279,3.93,33.13,22.53,25.49,22.07,18.82,121.25,57.92,302.2,141.4,358,777,61.54,65.45,3.05,4.06,4.69,30.3,12.82,20.0,4.79,86.1,28.85,503,43.33,Rory McIlroy,2013,0.2540045766590389,2014,1.0
